Month,순위,제목,저자,출판사,판매지수,출판 년월,Genre
1,1,메리골드 마음 사진관,윤정은,북로망스,"판매지수 58,089",2024년 01월,Fantasy
1,2,세상의 마지막 기차역,무라세 다케시,모모,"판매지수 133,161",2022년 05월,Fantasy
1,3,"오늘 밤, 거짓말의 세계에서 잊을 수 없는 사랑을",이치조 미사키,모모,"판매지수 28,656",2023년 11월,Romance
1,4,해리포터와 마법사의 돌 1,J.K. 롤링,문학수첩,"판매지수 35,988",2019년 11월,Fantasy
1,5,수상한 한의원,배명은,텍스티(TXTY),"판매지수 35,157",2024년 01월,Fantasy
1,6,살인자의 쇼핑몰,강지영,자음과모음,"판매지수 16,326",2020년 02월,Mystery
1,7,눈에 갇힌 외딴 산장에서,히가시노 게이고,재인,"판매지수 19,443",2023년 07월,Mystery
1,8,요괴어사 2,설민석,단꿈아이,"판매지수 14,124",2023년 12월,Fantasy
1,9,달러구트 꿈 백화점,이미예,팩토리나인,"판매지수 59,394",2020년 07월,Fantasy
1,10,"칵테일, 러브, 좀비",조예은,안전가옥,"판매지수 48,930",2020년 04월,Mystery
1,11,해리포터와 마법사의 돌 2,J.K. 롤링,문학수첩,"판매지수 30,108",2019년 11월,Fantasy
1,12,달러구트 꿈 백화점 2,이미예,팩토리나인,"판매지수 40,743",2021년 07월,Fantasy
1,13,살인자의 쇼핑몰 2,강지영,자음과모음,"판매지수 13,248",2023년 07월,Mystery
1,14,말하고 싶은 비밀,사쿠라 이이요,모모,"판매지수 37,827",2023년 12월,Romance
1,15,지구 끝의 온실,김초엽,자이언트북스,"판매지수 57,006",2021년 08월,SF
1,16,고려거란전쟁 (상),길승수,들녘,"판매지수 6,618",2023년 11월,History
1,17,용의자 X의 헌신,히가시노 게이고,재인,"판매지수 48,414",2017년 08월,Mystery
1,18,위시,니콜라스 스파크스,모모,"판매지수 11,676",2023년 12월,Romance
1,19,봄그늘 1~5 세트,김차차,파란 (파란미디어),"판매지수 5,916",2024년 02월,Romance
1,20,[예스리커버] 우리가 빛의 속도로 갈 수 없다면,김초엽,허블,"판매지수 53,538",2019년 06월,SF
1,21,고려거란전쟁 (하),길승수,들녘,"판매지수 6,234",2023년 11월,History
1,22,천 개의 파랑,천선란,허블,"판매지수 55,245",2020년 08월,SF
1,23,프로젝트 헤일메리,앤디 위어,알에이치코리아(RHK),"판매지수 60,555",2021년 05월,SF
1,24,해리포터와 비밀의 방 1,J.K. 롤링,문학수첩,"판매지수 19,068",2019년 11월,Fantasy
1,25,요괴어사,설민석,단꿈아이,"판매지수 7,512",2023년 04월,Fantasy
1,26,해리포터와 비밀의 방 2,J.K. 롤링,문학수첩,"판매지수 17,712",2019년 11월,Fantasy
1,27,잘못된 장소 잘못된 시간,질리언 매캘리스터,시옷북스,"판매지수 29,916",2023년 07월,Mystery
1,28,해리 포터와 아즈카반의 죄수 : 미나리마 에디션,J.K. 롤링,문학수첩,"판매지수 21,231",2023년 10월,Fantasy
1,29,꿀벌의 예언 2,베르나르 베르베르,열린책들,"판매지수 13,176",2023년 06월,SF
1,30,악의,히가시노 게이고,현대문학,"판매지수 30,816",2019년 07월,Mystery
1,31,꿀벌의 예언 1,베르나르 베르베르,열린책들,"판매지수 13,170",2023년 06월,SF
1,32,심판,베르나르 베르베르,열린책들,"판매지수 17,298",2020년 08월,SF
1,33,나와 너의 365일,유이하,모모,"판매지수 17,976",2023년 03월,Romance
1,34,해리 포터 마법 연감,J.K. 롤링,문학수첩,"판매지수 12,876",2023년 12월,Fantasy
1,35,세상 끝의 살인,아라키 아카네,북스피어,"판매지수 4,332",2023년 12월,Mystery
1,36,해리포터와 아즈카반의 죄수 2,J.K. 롤링,문학수첩,"판매지수 13,218",2019년 11월,Fantasy
1,37,해리포터와 아즈카반의 죄수 1,J.K. 롤링,문학수첩,"판매지수 13,632",2019년 11월,Fantasy
1,38,전지적 독자 시점 PART 1 - 01,싱숑,비채,"판매지수 19,179",2022년 01월,Fantasy
1,39,전지적 독자 시점 PART 5 - 02,싱숑,비채,"판매지수 15,792",2023년 09월,Fantasy
1,40,이문열 삼국지 세트,이문열,알에이치코리아(RHK),"판매지수 14,082",2020년 03월,History
1,41,전지적 독자 시점 PART 5 - 01,싱숑,비채,"판매지수 15,396",2023년 09월,Fantasy
1,42,전지적 독자 시점 PART 4 - 04,싱숑,비채,"판매지수 15,084",2023년 09월,Fantasy
1,43,전지적 독자 시점 PART 1 - 02,싱숑,비채,"판매지수 16,500",2022년 01월,Fantasy
1,44,전지적 독자 시점 PART 4 - 03,싱숑,비채,"판매지수 15,024",2023년 09월,Fantasy
1,45,해리포터와 불의 잔 1,J.K. 롤링,문학수첩,"판매지수 12,006",2019년 11월,Fantasy
1,46,전지적 독자 시점 PART 3 - 01,싱숑,비채,"판매지수 15,684",2023년 01월,Fantasy
1,47,전지적 독자 시점 PART 4 - 02,싱숑,비채,"판매지수 15,126",2023년 09월,Fantasy
1,48,전지적 독자 시점 PART 1 - 08,싱숑,비채,"판매지수 14,304",2022년 01월,Fantasy
1,49,해리 포터와 비밀의 방 : 미나리마 에디션,J.K. 롤링,문학수첩,"판매지수 16,338",2021년 10월,Fantasy
1,50,해리포터와 불의 잔 4,J.K. 롤링,문학수첩,"판매지수 10,890",2019년 11월,Fantasy
1,51,해리포터와 불의 잔 3,J.K. 롤링,문학수첩,"판매지수 10,986",2019년 11월,Fantasy
1,52,해리포터와 불의 잔 2,J.K. 롤링,문학수첩,"판매지수 11,706",2019년 11월,Fantasy
1,53,달의 아이,최윤석,포레스트북스,"판매지수 9,312",2023년 09월,Fantasy
1,54,듄의 세계,톰 허들스턴,황금가지,"판매지수 6,672",2024년 01월,SF
1,55,전지적 독자 시점 PART 4 - 01,싱숑,비채,"판매지수 14,712",2023년 09월,Fantasy
1,56,전지적 독자 시점 PART 3 - 02,싱숑,비채,"판매지수 15,498",2023년 01월,Fantasy
1,57,재와 물거품,김청귤,안전가옥,"판매지수 18,366",2021년 05월,Fantasy
1,58,전지적 독자 시점 PART 1 - 03,싱숑,비채,"판매지수 15,264",2022년 01월,Fantasy
1,59,전지적 독자 시점 PART 3 - 03,싱숑,비채,"판매지수 15,090",2023년 01월,Fantasy
1,60,해리포터 1~4부 세트,J.K. 롤링,문학수첩,"판매지수 10,554",2019년 11월,Fantasy
1,61,라플라스의 마녀,히가시노 게이고,현대문학,"판매지수 18,531",2016년 01월,Mystery
1,62,이번 생은 가주가 되겠습니다 1~5 세트,김로아,디앤씨미디어(D&C미디어),"판매지수 3,780",2024년 01월,Romance
1,63,전지적 독자 시점 PART 2 - 03,싱숑,비채,"판매지수 15,672",2023년 01월,Fantasy
1,64,전지적 독자 시점 PART 2 - 02,싱숑,비채,"판매지수 15,576",2023년 01월,Fantasy
1,65,전지적 독자 시점 PART 2 - 01,싱숑,비채,"판매지수 15,270",2023년 01월,Fantasy
1,66,전지적 독자 시점 PART 1 - 07,싱숑,비채,"판매지수 13,566",2022년 01월,Fantasy
1,67,가면산장 살인사건,히가시노 게이고,재인,"판매지수 16,269",2014년 09월,Mystery
1,68,작별의 건너편,시미즈 하루키,모모,"판매지수 8,400",2023년 05월,Fantasy
1,69,전지적 독자 시점 PART 1 - 05,싱숑,비채,"판매지수 13,602",2022년 01월,Fantasy
1,70,전지적 독자 시점 PART 1 - 04,싱숑,비채,"판매지수 14,394",2022년 01월,Fantasy
1,71,전지적 독자 시점 PART 1 - 06,싱숑,비채,"판매지수 13,866",2022년 01월,Fantasy
1,72,해리포터 5~7부 세트,J.K. 롤링,문학수첩,"판매지수 12,558",2020년 02월,Fantasy
1,73,그리고 아무도 없었다,애거사 크리스티,황금가지,"판매지수 24,378",2013년 12월,Mystery
1,74,카지노,김진명,새움,"판매지수 20,130",2022년 12월,Mystery
1,75,페어워닝,마이클 코넬리,알에이치코리아(RHK),"판매지수 4,422",2024년 01월,Mystery
1,76,전지적 독자 시점 PART 4&5 : 굿즈키트 세트,싱숑,비채,"판매지수 7,902",2023년 09월,Fantasy
1,77,해피엔딩에서 너를 기다릴게,산다 치에,알에이치코리아(RHK),"판매지수 13,239",2023년 01월,Romance
1,78,당신 인생의 이야기 (리커버),테드 창,엘리,"판매지수 7,236",2020년 01월,SF
1,79,저주토끼,정보라,래빗홀,"판매지수 25,566",2023년 04월,SF
1,80,백광,렌죠 미키히코,모모,"판매지수 13,392",2022년 02월,Mystery
1,81,"나는 내일, 어제의 너와 만난다",나나츠키 타카후미,영상출판미디어,"판매지수 10,890",2016년 02월,Romance
1,82,너는 달밤에 빛나고,사노 테츠야,디앤씨미디어(D&C미디어),"판매지수 9,828",2018년 04월,Romance
1,83,너의 췌장을 먹고 싶어 (일반판),스미노 요루,소미미디어,"판매지수 11,436",2017년 04월,Romance
1,84,매스커레이드 게임,히가시노 게이고,현대문학,"판매지수 5,460",2023년 06월,Mystery
1,85,명탐정의 창자,시라이 토모유키,내친구의서재,"판매지수 4,584",2024년 01월,Mystery
1,86,코너스톤 셜록 홈즈 전집,아서 코난 도일,코너스톤(도서),"판매지수 17,406",2016년 01월,Mystery
1,87,이문열 삼국지 1,나관중,알에이치코리아(RHK),"판매지수 7,158",2020년 03월,History
1,88,미키7 소설 세트,에드워드 애슈턴,황금가지,"판매지수 8,538",2023년 11월,SF
1,89,범도 1,방현석,문학동네,"판매지수 9,318",2023년 06월,History
1,90,삼체 1~3 세트,류츠신,자음과모음,"판매지수 112,236",2024년 06월,SF
1,91,그리고 아무도 없었다,애거사 크리스티,해문출판사,"판매지수 8,622",2002년 05월,Mystery
1,92,[예스리커버] 셜록 홈즈 전집 세트,아서 코난 도일,문예춘추사,"판매지수 5,484",2022년 05월,Mystery
1,93,해리포터와 혼혈 왕자 1,J.K. 롤링,문학수첩,"판매지수 6,474",2020년 01월,Fantasy
1,94,해리 포터와 마법사의 돌 : 미나리마 에디션,J.K. 롤링,문학수첩,"판매지수 19,407",2020년 10월,Fantasy
1,95,해리포터와 불사조 기사단 5,J.K. 롤링,문학수첩,"판매지수 6,576",2019년 12월,Fantasy
1,96,이토록 완벽한 실종,줄리안 맥클린,해피북스투유,"판매지수 3,600",2023년 12월,Mystery
1,97,[예스리커버] 트로피컬 나이트,조예은,한겨레출판,"판매지수 10,269",2023년 08월,Mystery
1,98,듄 신장판 전집 세트,프랭크 허버트,황금가지,"판매지수 28,932",2021년 01월,SF
1,99,해리포터와 혼혈 왕자 2,J.K. 롤링,문학수첩,"판매지수 6,282",2020년 01월,Fantasy
1,100,화씨 451,레이 브래드버리,황금가지,"판매지수 11,304",2009년 03월,SF
2,1,메리골드 마음 사진관,윤정은,북로망스,"판매지수 58,089",2024년 01월,Fantasy
2,2,수상한 한의원,배명은,텍스티(TXTY),"판매지수 35,157",2024년 01월,Fantasy
2,3,금단의 마술,히가시노 게이고,재인,"판매지수 22,164",2024년 02월,Mystery
2,4,세상의 마지막 기차역,무라세 다케시,모모,"판매지수 133,161",2022년 05월,Fantasy
2,5,살인자의 쇼핑몰,강지영,자음과모음,"판매지수 16,326",2020년 02월,Mystery
2,6,살인자의 쇼핑몰 2,강지영,자음과모음,"판매지수 13,248",2023년 07월,Mystery
2,7,잘못된 장소 잘못된 시간,질리언 매캘리스터,시옷북스,"판매지수 29,916",2023년 07월,Mystery
2,8,지구 생물체는 항복하라,정보라,래빗홀,"판매지수 10,866",2024년 01월,SF
2,9,지구 끝의 온실,김초엽,자이언트북스,"판매지수 57,006",2021년 08월,SF
2,10,"오늘 밤, 거짓말의 세계에서 잊을 수 없는 사랑을",이치조 미사키,모모,"판매지수 28,656",2023년 11월,Romance
2,11,"칵테일, 러브, 좀비",조예은,안전가옥,"판매지수 48,930",2020년 04월,Mystery
2,12,프로젝트 헤일메리,앤디 위어,알에이치코리아(RHK),"판매지수 60,555",2021년 05월,SF
2,13,듄 신장판 전집 세트,프랭크 허버트,황금가지,"판매지수 28,932",2021년 01월,SF
2,14,해리포터와 마법사의 돌 1,J.K. 롤링,문학수첩,"판매지수 35,988",2019년 11월,Fantasy
2,15,달러구트 꿈 백화점,이미예,팩토리나인,"판매지수 59,394",2020년 07월,Fantasy
2,16,눈에 갇힌 외딴 산장에서,히가시노 게이고,재인,"판매지수 19,443",2023년 07월,Mystery
2,17,달러구트 꿈 백화점 2,이미예,팩토리나인,"판매지수 40,743",2021년 07월,Fantasy
2,18,해리포터와 마법사의 돌 2,J.K. 롤링,문학수첩,"판매지수 30,108",2019년 11월,Fantasy
2,19,[예스리커버] 우리가 빛의 속도로 갈 수 없다면,김초엽,허블,"판매지수 53,538",2019년 06월,SF
2,20,블랙 쇼맨과 운명의 바퀴,히가시노 게이고,알에이치코리아(RHK),"판매지수 24,054",2024년 03월,Mystery
2,21,말하고 싶은 비밀,사쿠라 이이요,모모,"판매지수 37,827",2023년 12월,Romance
2,22,요괴어사 2,설민석,단꿈아이,"판매지수 14,124",2023년 12월,Fantasy
2,23,해리 포터와 아즈카반의 죄수 : 미나리마 에디션,J.K. 롤링,문학수첩,"판매지수 21,231",2023년 10월,Fantasy
2,24,천 개의 파랑,천선란,허블,"판매지수 55,245",2020년 08월,SF
2,25,용의자 X의 헌신,히가시노 게이고,재인,"판매지수 48,414",2017년 08월,Mystery
2,26,해리포터와 비밀의 방 1,J.K. 롤링,문학수첩,"판매지수 19,068",2019년 11월,Fantasy
2,27,해리포터와 비밀의 방 2,J.K. 롤링,문학수첩,"판매지수 17,712",2019년 11월,Fantasy
2,28,명탐정의 창자,시라이 토모유키,내친구의서재,"판매지수 4,584",2024년 01월,Mystery
2,29,악의,히가시노 게이고,현대문학,"판매지수 30,816",2019년 07월,Mystery
2,30,듄의 세계,톰 허들스턴,황금가지,"판매지수 6,672",2024년 01월,SF
2,31,재와 물거품,김청귤,안전가옥,"판매지수 18,366",2021년 05월,Fantasy
2,32,해리포터와 아즈카반의 죄수 1,J.K. 롤링,문학수첩,"판매지수 13,632",2019년 11월,Fantasy
2,33,고려거란전쟁 (상),길승수,들녘,"판매지수 6,618",2023년 11월,History
2,34,해리 포터와 비밀의 방 : 미나리마 에디션,J.K. 롤링,문학수첩,"판매지수 16,338",2021년 10월,Fantasy
2,35,고려거란전쟁 (하),길승수,들녘,"판매지수 6,234",2023년 11월,History
2,36,듄 신장판 1,프랭크 허버트,황금가지,"판매지수 18,270",2021년 01월,SF
2,37,해리포터와 아즈카반의 죄수 2,J.K. 롤링,문학수첩,"판매지수 13,218",2019년 11월,Fantasy
2,38,위시,니콜라스 스파크스,모모,"판매지수 11,676",2023년 12월,Romance
2,39,전지적 독자 시점 PART 1 - 01,싱숑,비채,"판매지수 19,179",2022년 01월,Fantasy
2,40,전지적 독자 시점 PART 5 - 01,싱숑,비채,"판매지수 15,396",2023년 09월,Fantasy
2,41,해리포터와 불의 잔 1,J.K. 롤링,문학수첩,"판매지수 12,006",2019년 11월,Fantasy
2,42,전지적 독자 시점 PART 5 - 02,싱숑,비채,"판매지수 15,792",2023년 09월,Fantasy
2,43,전지적 독자 시점 PART 4 - 01,싱숑,비채,"판매지수 14,712",2023년 09월,Fantasy
2,44,전지적 독자 시점 PART 4 - 02,싱숑,비채,"판매지수 15,126",2023년 09월,Fantasy
2,45,삼체 1~3 세트,류츠신,자음과모음,"판매지수 112,236",2024년 06월,SF
2,46,전지적 독자 시점 PART 4 - 04,싱숑,비채,"판매지수 15,084",2023년 09월,Fantasy
2,47,전지적 독자 시점 PART 4 - 03,싱숑,비채,"판매지수 15,024",2023년 09월,Fantasy
2,48,봄그늘 1~5 세트,김차차,파란 (파란미디어),"판매지수 5,916",2024년 02월,Romance
2,49,해리포터와 불의 잔 2,J.K. 롤링,문학수첩,"판매지수 11,706",2019년 11월,Fantasy
2,50,꿀벌의 예언 2,베르나르 베르베르,열린책들,"판매지수 13,176",2023년 06월,SF
2,51,요괴어사,설민석,단꿈아이,"판매지수 7,512",2023년 04월,Fantasy
2,52,비긴 어게인,헬리 액튼,모모,"판매지수 3,060",2024년 01월,Fantasy
2,53,전지적 독자 시점 PART 1 - 08,싱숑,비채,"판매지수 14,304",2022년 01월,Fantasy
2,54,전지적 독자 시점 PART 1 - 03,싱숑,비채,"판매지수 15,264",2022년 01월,Fantasy
2,55,전지적 독자 시점 PART 2 - 03,싱숑,비채,"판매지수 15,672",2023년 01월,Fantasy
2,56,전지적 독자 시점 PART 1 - 02,싱숑,비채,"판매지수 16,500",2022년 01월,Fantasy
2,57,전지적 독자 시점 PART 2 - 02,싱숑,비채,"판매지수 15,576",2023년 01월,Fantasy
2,58,전지적 독자 시점 PART 3 - 01,싱숑,비채,"판매지수 15,684",2023년 01월,Fantasy
2,59,전지적 독자 시점 PART 2 - 01,싱숑,비채,"판매지수 15,270",2023년 01월,Fantasy
2,60,해리포터와 불의 잔 3,J.K. 롤링,문학수첩,"판매지수 10,986",2019년 11월,Fantasy
2,61,그리고 아무도 없었다,애거사 크리스티,황금가지,"판매지수 24,378",2013년 12월,Mystery
2,62,꿀벌의 예언 1,베르나르 베르베르,열린책들,"판매지수 13,170",2023년 06월,SF
2,63,전지적 독자 시점 PART 3 - 03,싱숑,비채,"판매지수 15,090",2023년 01월,Fantasy
2,64,해리포터 5~7부 세트,J.K. 롤링,문학수첩,"판매지수 12,558",2020년 02월,Fantasy
2,65,해리포터와 불의 잔 4,J.K. 롤링,문학수첩,"판매지수 10,890",2019년 11월,Fantasy
2,66,전지적 독자 시점 PART 4&5 : 굿즈키트 세트,싱숑,비채,"판매지수 7,902",2023년 09월,Fantasy
2,67,당신 인생의 이야기,테드 창,엘리,"판매지수 19,269",2016년 10월,SF
2,68,가면산장 살인사건,히가시노 게이고,재인,"판매지수 16,269",2014년 09월,Mystery
2,69,전지적 독자 시점 PART 3 - 02,싱숑,비채,"판매지수 15,498",2023년 01월,Fantasy
2,70,나와 너의 365일,유이하,모모,"판매지수 17,976",2023년 03월,Romance
2,71,전지적 독자 시점 PART 1 - 07,싱숑,비채,"판매지수 13,566",2022년 01월,Fantasy
2,72,전지적 독자 시점 PART 1 - 04,싱숑,비채,"판매지수 14,394",2022년 01월,Fantasy
2,73,해리포터 1~4부 세트,J.K. 롤링,문학수첩,"판매지수 10,554",2019년 11월,Fantasy
2,74,페어워닝,마이클 코넬리,알에이치코리아(RHK),"판매지수 4,422",2024년 01월,Mystery
2,75,전지적 독자 시점 PART 1 - 06,싱숑,비채,"판매지수 13,866",2022년 01월,Fantasy
2,76,전지적 독자 시점 PART 1 - 05,싱숑,비채,"판매지수 13,602",2022년 01월,Fantasy
2,77,심판,베르나르 베르베르,열린책들,"판매지수 17,298",2020년 08월,SF
2,78,저주토끼,정보라,래빗홀,"판매지수 25,566",2023년 04월,SF
2,79,속임수의 섬,히가시가와 도쿠야,북다,"판매지수 5,094",2024년 01월,Mystery
2,80,달의 아이,최윤석,포레스트북스,"판매지수 9,312",2023년 09월,Fantasy
2,81,코너스톤 셜록 홈즈 전집,아서 코난 도일,코너스톤(도서),"판매지수 17,406",2016년 01월,Mystery
2,82,주인공의 구원자가 될 운명입니다 1~5 세트,은소로,연담,"판매지수 1,428",2024년 04월,Fantasy
2,83,해피엔딩에서 너를 기다릴게,산다 치에,알에이치코리아(RHK),"판매지수 13,239",2023년 01월,Romance
2,84,명탐정의 제물,시라이 토모유키,내친구의서재,"판매지수 3,954",2023년 07월,Mystery
2,85,화씨 451,레이 브래드버리,황금가지,"판매지수 11,304",2009년 03월,SF
2,86,수확자,닐 셔스터먼,열린책들,"판매지수 8,778",2023년 02월,SF
2,87,해리 포터 마법 연감,J.K. 롤링,문학수첩,"판매지수 12,876",2023년 12월,Fantasy
2,88,[예스리커버] 천 개의 파랑,천선란,허블,"판매지수 3,798",2022년 11월,SF
2,89,"나는 내일, 어제의 너와 만난다",나나츠키 타카후미,영상출판미디어,"판매지수 10,890",2016년 02월,Romance
2,90,해리 포터와 마법사의 돌 : 미나리마 에디션,J.K. 롤링,문학수첩,"판매지수 19,407",2020년 10월,Fantasy
2,91,이문열 삼국지 세트,이문열,알에이치코리아(RHK),"판매지수 14,082",2020년 03월,History
2,92,당신 인생의 이야기 (리커버),테드 창,엘리,"판매지수 7,236",2020년 01월,SF
2,93,라플라스의 마녀,히가시노 게이고,현대문학,"판매지수 18,531",2016년 01월,Mystery
2,94,[예스리커버] 트로피컬 나이트,조예은,한겨레출판,"판매지수 10,269",2023년 08월,Mystery
2,95,수확자 시리즈 세트,닐 셔스터먼,열린책들,"판매지수 9,018",2023년 02월,SF
2,96,13.67,찬호께이,한스미디어,"판매지수 12,468",2023년 01월,Mystery
2,97,곰탕 1,김영탁,arte(아르테),"판매지수 8,796",2018년 03월,Mystery
2,98,제노사이드,다카노 가즈아키,황금가지,"판매지수 10,833",2012년 06월,Mystery
2,99,백광,렌죠 미키히코,모모,"판매지수 13,392",2022년 02월,Mystery
2,100,작별의 건너편,시미즈 하루키,모모,"판매지수 8,400",2023년 05월,Fantasy
3,1,삼체 1~3 세트,류츠신,자음과모음,"판매지수 112,236",2024년 06월,SF
3,2,듄 신장판 전집 세트,프랭크 허버트,황금가지,"판매지수 28,932",2021년 01월,SF
3,3,세상의 마지막 기차역,무라세 다케시,모모,"판매지수 133,161",2022년 05월,Fantasy
3,4,블랙 쇼맨과 운명의 바퀴,히가시노 게이고,알에이치코리아(RHK),"판매지수 24,054",2024년 03월,Mystery
3,5,듄 신장판 1,프랭크 허버트,황금가지,"판매지수 18,270",2021년 01월,SF
3,6,메리골드 마음 사진관,윤정은,북로망스,"판매지수 58,089",2024년 01월,Fantasy
3,7,잘못된 장소 잘못된 시간,질리언 매캘리스터,시옷북스,"판매지수 29,916",2023년 07월,Mystery
3,8,지구 끝의 온실,김초엽,자이언트북스,"판매지수 57,006",2021년 08월,SF
3,9,수상한 한의원,배명은,텍스티(TXTY),"판매지수 35,157",2024년 01월,Fantasy
3,10,달러구트 꿈 백화점,이미예,팩토리나인,"판매지수 59,394",2020년 07월,Fantasy
3,11,해리포터와 마법사의 돌 1,J.K. 롤링,문학수첩,"판매지수 35,988",2019년 11월,Fantasy
3,12,프로젝트 헤일메리,앤디 위어,알에이치코리아(RHK),"판매지수 60,555",2021년 05월,SF
3,13,금단의 마술,히가시노 게이고,재인,"판매지수 22,164",2024년 02월,Mystery
3,14,[예스리커버] 우리가 빛의 속도로 갈 수 없다면,김초엽,허블,"판매지수 53,538",2019년 06월,SF
3,15,천 개의 파랑,천선란,허블,"판매지수 55,245",2020년 08월,SF
3,16,해리포터와 마법사의 돌 2,J.K. 롤링,문학수첩,"판매지수 30,108",2019년 11월,Fantasy
3,17,달러구트 꿈 백화점 2,이미예,팩토리나인,"판매지수 40,743",2021년 07월,Fantasy
3,18,"칵테일, 러브, 좀비",조예은,안전가옥,"판매지수 48,930",2020년 04월,Mystery
3,19,용의자 X의 헌신,히가시노 게이고,재인,"판매지수 48,414",2017년 08월,Mystery
3,20,"오늘 밤, 거짓말의 세계에서 잊을 수 없는 사랑을",이치조 미사키,모모,"판매지수 28,656",2023년 11월,Romance
3,21,듄의 세계,톰 허들스턴,황금가지,"판매지수 6,672",2024년 01월,SF
3,22,말하고 싶은 비밀,사쿠라 이이요,모모,"판매지수 37,827",2023년 12월,Romance
3,23,듄 신장판 2,프랭크 허버트,황금가지,"판매지수 6,888",2021년 01월,SF
3,24,[예스리커버] 천 개의 파랑,천선란,허블,"판매지수 3,798",2022년 11월,SF
3,25,재와 물거품,김청귤,안전가옥,"판매지수 18,366",2021년 05월,Fantasy
3,26,악의,히가시노 게이고,현대문학,"판매지수 30,816",2019년 07월,Mystery
3,27,해리포터와 비밀의 방 1,J.K. 롤링,문학수첩,"판매지수 19,068",2019년 11월,Fantasy
3,28,해리포터와 비밀의 방 2,J.K. 롤링,문학수첩,"판매지수 17,712",2019년 11월,Fantasy
3,29,살인자의 쇼핑몰,강지영,자음과모음,"판매지수 16,326",2020년 02월,Mystery
3,30,직장 상사 악령 퇴치부,이사구,황금가지,"판매지수 9,078",2024년 02월,Mystery
3,31,"고양이 식당, 추억을 요리합니다",다카하시 유타,빈페이지,"판매지수 11,820",2023년 05월,Fantasy
3,32,해리 포터와 마법사의 돌 : 미나리마 에디션,J.K. 롤링,문학수첩,"판매지수 19,407",2020년 10월,Fantasy
3,33,당신 인생의 이야기,테드 창,엘리,"판매지수 19,269",2016년 10월,SF
3,34,눈에 갇힌 외딴 산장에서,히가시노 게이고,재인,"판매지수 19,443",2023년 07월,Mystery
3,35,블랙 쇼맨과 환상의 여자,히가시노 게이고,알에이치코리아(RHK),"판매지수 5,892",2023년 04월,Mystery
3,36,저주토끼,정보라,래빗홀,"판매지수 25,566",2023년 04월,SF
3,37,요괴어사 2,설민석,단꿈아이,"판매지수 14,124",2023년 12월,Fantasy
3,38,살인자의 쇼핑몰 2,강지영,자음과모음,"판매지수 13,248",2023년 07월,Mystery
3,39,해리포터와 아즈카반의 죄수 1,J.K. 롤링,문학수첩,"판매지수 13,632",2019년 11월,Fantasy
3,40,나와 너의 365일,유이하,모모,"판매지수 17,976",2023년 03월,Romance
