Month,순위,제목,저자,출판사,판매지수,출판 년월,Genre
10,62,이름 없는 여자의 여덟 가지 인생,이미리내,위즈덤하우스,"판매지수 9,150",2024년 07월,History
10,63,전지적 독자 시점 PART 2 - 01,싱숑,비채,"판매지수 15,270",2023년 01월,Fantasy
10,64,셰이커,이희영,래빗홀,"판매지수 22,065",2024년 05월,Fantasy
10,65,재와 물거품,김청귤,안전가옥,"판매지수 18,366",2021년 05월,Fantasy
10,66,살육에 이르는 병,아비코 다케마루,검은숲,"판매지수 10,866",2016년 07월,Horror
10,67,메리골드 마음 사진관,윤정은,북로망스,"판매지수 58,089",2024년 01월,Fantasy
10,68,전지적 독자 시점 PART 5 - 02,싱숑,비채,"판매지수 15,792",2023년 09월,Fantasy
10,69,전지적 독자 시점 PART 2 - 03,싱숑,비채,"판매지수 15,672",2023년 01월,Fantasy
10,70,청과 부동명왕,미야베 미유키,북스피어,"판매지수 4,758",2024년 09월,Mystery
10,71,적산가옥의 유령,조예은,현대문학,"판매지수 12,330",2024년 06월,Mystery
10,72,인버트,아이자와 사코,비채,"판매지수 1,296",2024년 10월,Mystery
10,73,미 비포 유,조조 모예스,다산책방,"판매지수 13,452",2024년 04월,Romance
10,74,전지적 독자 시점 PART 4 - 04,싱숑,비채,"판매지수 15,084",2023년 09월,Fantasy
10,75,악마의 계약서는 만기 되지 않는다,리러하,팩토리나인,"판매지수 5,370",2022년 08월,Mystery
10,76,해피엔딩에서 너를 기다릴게,산다 치에,알에이치코리아(RHK),"판매지수 13,239",2023년 01월,Romance
10,77,전지적 독자 시점 PART 5 - 01,싱숑,비채,"판매지수 15,396",2023년 09월,Fantasy
10,78,전지적 독자 시점 PART 4 - 03,싱숑,비채,"판매지수 15,024",2023년 09월,Fantasy
10,79,전지적 독자 시점 PART 4 - 02,싱숑,비채,"판매지수 15,126",2023년 09월,Fantasy
10,80,전지적 독자 시점 PART 1 - 03,싱숑,비채,"판매지수 15,264",2022년 01월,Fantasy
10,81,전지적 독자 시점 PART 3 - 01,싱숑,비채,"판매지수 15,684",2023년 01월,Fantasy
10,82,해리 포터와 마법사의 돌 : 미나리마 에디션,J.K. 롤링,문학수첩,"판매지수 19,407",2020년 10월,Fantasy
10,83,너의 췌장을 먹고 싶어 (일반판),스미노 요루,소미미디어,"판매지수 11,436",2017년 04월,Romance
10,84,전지적 독자 시점 PART 3 - 02,싱숑,비채,"판매지수 15,498",2023년 01월,Fantasy
10,85,전지적 독자 시점 PART 3 - 03,싱숑,비채,"판매지수 15,090",2023년 01월,Fantasy
10,86,전지적 독자 시점 PART 4 - 01,싱숑,비채,"판매지수 14,712",2023년 09월,Fantasy
10,87,전지적 독자 시점 PART 1 - 04,싱숑,비채,"판매지수 14,394",2022년 01월,Fantasy
10,88,전지적 독자 시점 PART 1 - 02,싱숑,비채,"판매지수 16,500",2022년 01월,Fantasy
10,89,은하수를 여행하는 히치하이커를 위한 안내서 1,더글러스 애덤스,책세상,"판매지수 10,500",2004년 12월,SF
10,90,마션,앤디 위어,알에이치코리아(RHK),"판매지수 13,500",2021년 05월,SF
10,91,듄 신장판 전집 세트,프랭크 허버트,황금가지,"판매지수 28,932",2021년 01월,SF
10,92,너는 달밤에 빛나고,사노 테츠야,디앤씨미디어(D&C미디어),"판매지수 9,828",2018년 04월,Romance
10,93,화산귀환 2,비가,러프미디어,"판매지수 4,422",2023년 06월,Muhyop
10,94,해리 포터와 아즈카반의 죄수 : 미나리마 에디션,J.K. 롤링,문학수첩,"판매지수 21,231",2023년 10월,Fantasy
10,95,마지막 왕국,다니엘 튜더,김영사,"판매지수 3,102",2024년 08월,History
10,96,[예스리커버] 트로피컬 나이트,조예은,한겨레출판,"판매지수 10,269",2023년 08월,Mystery
10,97,마력의 태동,히가시노 게이고,현대문학,"판매지수 9,126",2019년 01월,Mystery
10,98,데뷔 못 하면 죽는 병 걸림 3부 초판 양장본 세트,백덕수,위시북스,"판매지수 8,913",2024년 12월,Fantasy
10,99,이끼숲,천선란,자이언트북스,"판매지수 9,246",2023년 05월,SF
10,100,[예스리커버] 고양이 합본판,베르나르 베르베르,열린책들,"판매지수 5,898",2023년 04월,SF
11,1,언젠가 우리가 같은 별을 바라본다면,차인표,해결책,"판매지수 361,692",2021년 12월,History
11,2,세상의 마지막 기차역,무라세 다케시,모모,"판매지수 133,161",2022년 05월,Fantasy
11,3,당신이 누군가를 죽였다,히가시노 게이고,북다,"판매지수 139,488",2024년 07월,Mystery
11,4,사랑 후에 오는 것들 세트,공지영,소담출판사,"판매지수 38,745",2024년 08월,Romance
11,5,리버 1,오쿠다 히데오,은행나무,"판매지수 20,232",2024년 11월,Mystery
11,6,리버 2,오쿠다 히데오,은행나무,"판매지수 18,675",2024년 11월,Mystery
11,7,프로젝트 헤일메리,앤디 위어,알에이치코리아(RHK),"판매지수 60,555",2021년 05월,SF
11,8,해리 포터와 마법사의 돌 1,J.K. 롤링,문학수첩,"판매지수 26,580",2024년 11월,Fantasy
11,9,용의자 X의 헌신,히가시노 게이고,재인,"판매지수 48,414",2017년 08월,Mystery
11,10,천 개의 파랑,천선란,허블,"판매지수 55,245",2020년 08월,SF
11,11,"칵테일, 러브, 좀비",조예은,안전가옥,"판매지수 48,930",2020년 04월,Mystery
11,12,삼체 1~3 세트,류츠신,자음과모음,"판매지수 112,236",2024년 06월,SF
11,13,달러구트 꿈 백화점,이미예,팩토리나인,"판매지수 59,394",2020년 07월,Fantasy
11,14,해리 포터와 마법사의 돌 2,J.K. 롤링,문학수첩,"판매지수 23,079",2024년 11월,Fantasy
11,15,지구 끝의 온실,김초엽,자이언트북스,"판매지수 57,006",2021년 08월,SF
11,16,[예스리커버] 우리가 빛의 속도로 갈 수 없다면,김초엽,허블,"판매지수 53,538",2019년 06월,SF
11,17,말하고 싶은 비밀,사쿠라 이이요,모모,"판매지수 37,827",2023년 12월,Romance
11,18,고딕 × 호러 × 제주,빗물,빚은책들,"판매지수 4,149",2024년 11월,Mystery
11,19,달러구트 꿈 백화점 2,이미예,팩토리나인,"판매지수 40,743",2021년 07월,Fantasy
11,20,위키드 1,그레고리 머과이어,민음사,"판매지수 22,272",2024년 11월,Fantasy
11,21,노트북,니콜라스 스파크스,모모,"판매지수 13,983",2024년 05월,Romance
11,22,히든 픽처스,제이슨 르쿨락,문학수첩,"판매지수 25,368",2024년 05월,Mystery
11,23,위키드 2,그레고리 머과이어,민음사,"판매지수 15,213",2024년 11월,Fantasy
11,24,까멜리아 싸롱,고수리,클레이하우스,"판매지수 10,524",2024년 10월,Fantasy
11,25,악의,히가시노 게이고,현대문학,"판매지수 30,816",2019년 07월,Mystery
11,26,해리 포터와 비밀의 방 1,J.K. 롤링,문학수첩,"판매지수 14,859",2024년 11월,Fantasy
11,27,미로장의 참극,요코미조 세이시,시공사,"판매지수 5,601",2024년 11월,Mystery
11,28,돌이킬 수 있는,문목하,아작,"판매지수 21,552",2018년 12월,Mystery
11,29,그리고 아무도 없었다,애거사 크리스티,황금가지,"판매지수 24,378",2013년 12월,Mystery
11,30,당신 인생의 이야기,테드 창,엘리,"판매지수 19,269",2016년 10월,SF
11,31,엘리펀트 헤드,시라이 토모유키,내친구의서재,"판매지수 9,210",2024년 10월,Mystery
11,32,트로피컬 나이트,조예은,한겨레출판,"판매지수 20,289",2022년 08월,Mystery
11,33,백광,렌죠 미키히코,모모,"판매지수 13,392",2022년 02월,Mystery
11,34,해리 포터와 비밀의 방 2,J.K. 롤링,문학수첩,"판매지수 14,532",2024년 11월,Fantasy
11,35,저주토끼,정보라,래빗홀,"판매지수 25,566",2023년 04월,SF
11,36,말하고 싶은 비밀 Vol.2,사쿠라 이이요,모모,"판매지수 15,480",2024년 07월,Romance
11,37,남은 인생 10년,고사카 루카,모모,"판매지수 29,397",2024년 03월,Romance
11,38,아이가 없는 집,알렉스 안도릴,필름,"판매지수 43,044",2024년 06월,Mystery
11,39,카스트라토,표창원,&(앤드),"판매지수 11,406",2024년 09월,Mystery
11,40,데뷔 못 하면 죽는 병 걸림 3부 초판 한정 굿즈박스 세트,백덕수,위시북스,"판매지수 22,245",2024년 12월,Fantasy
11,41,해리 포터와 아즈카반의 죄수 1,J.K. 롤링,문학수첩,"판매지수 11,967",2024년 11월,Fantasy
11,42,카지노,김진명,새움,"판매지수 20,130",2022년 12월,Mystery
11,43,"오늘 밤, 거짓말의 세계에서 잊을 수 없는 사랑을",이치조 미사키,모모,"판매지수 28,656",2023년 11월,Romance
11,44,해리 포터와 아즈카반의 죄수 2,J.K. 롤링,문학수첩,"판매지수 11,790",2024년 11월,Fantasy
11,45,나와 너의 365일,유이하,모모,"판매지수 17,976",2023년 03월,Romance
11,46,가면산장 살인사건,히가시노 게이고,재인,"판매지수 16,269",2014년 09월,Mystery
11,47,늑대 사이의 학,허주은,시공사,"판매지수 5,526",2024년 10월,Mystery
11,48,메리골드 마음 사진관,윤정은,북로망스,"판매지수 58,089",2024년 01월,Fantasy
11,49,전지적 독자 시점 PART 1 - 01,싱숑,비채,"판매지수 19,179",2022년 01월,Fantasy
11,50,해리 포터와 불의 잔 1,J.K. 롤링,문학수첩,"판매지수 9,117",2024년 11월,Fantasy
11,51,재와 물거품,김청귤,안전가옥,"판매지수 18,366",2021년 05월,Fantasy
11,52,라플라스의 마녀,히가시노 게이고,현대문학,"판매지수 18,531",2016년 01월,Mystery
11,53,사랑 후에 오는 것들 (공지영),공지영,소담출판사,"판매지수 5,622",2024년 08월,Romance
11,54,네가 유성처럼 스러지는 모습을 지켜볼 운명이었다,미나토 쇼,필름,"판매지수 15,198",2024년 07월,Romance
11,55,백설공주에게 죽음을 (특별판),넬레 노이하우스,북로드,"판매지수 39,837",2024년 05월,Mystery
11,56,전지적 독자 시점 PART 1 - 02,싱숑,비채,"판매지수 16,500",2022년 01월,Fantasy
11,57,심판,베르나르 베르베르,열린책들,"판매지수 17,298",2020년 08월,SF
11,58,해리 포터와 불의 잔 2,J.K. 롤링,문학수첩,"판매지수 8,304",2024년 11월,Fantasy
11,59,잘못된 장소 잘못된 시간,질리언 매캘리스터,시옷북스,"판매지수 29,916",2023년 07월,Mystery
11,60,해피엔딩에서 너를 기다릴게,산다 치에,알에이치코리아(RHK),"판매지수 13,239",2023년 01월,Romance
11,61,코너스톤 셜록 홈즈 전집,아서 코난 도일,코너스톤(도서),"판매지수 17,406",2016년 01월,Mystery
11,62,스파이 코스트,테스 게리첸,미래지향,"판매지수 16,548",2024년 11월,Mystery
11,63,"나는 내일, 어제의 너와 만난다",나나츠키 타카후미,영상출판미디어,"판매지수 10,890",2016년 02월,Romance
11,64,고백,미나토 가나에,비채,"판매지수 10,290",2018년 08월,Horror
11,65,해리 포터와 불의 잔 4,J.K. 롤링,문학수첩,"판매지수 7,842",2024년 11월,Fantasy
11,66,해리 포터와 불의 잔 3,J.K. 롤링,문학수첩,"판매지수 7,770",2024년 11월,Fantasy
11,67,인어 사냥,차인표,해결책,"판매지수 15,672",2022년 10월,Fantasy
11,68,사랑 후에 오는 것들 (츠지 히토나리),츠지 히토나리,소담출판사,"판매지수 4,668",2024년 08월,Romance
11,69,13.67,찬호께이,한스미디어,"판매지수 12,468",2023년 01월,Mystery
11,70,이문열 삼국지 세트,이문열,알에이치코리아(RHK),"판매지수 14,082",2020년 03월,History
11,71,전지적 독자 시점 PART 1 - 03,싱숑,비채,"판매지수 15,264",2022년 01월,Fantasy
11,72,데뷔 못 하면 죽는 병 걸림 3부 초판 양장본 세트,백덕수,위시북스,"판매지수 8,913",2024년 12월,Fantasy
11,73,전지적 독자 시점 PART 3 - 02,싱숑,비채,"판매지수 15,498",2023년 01월,Fantasy
11,74,전지적 독자 시점 PART 1 - 04,싱숑,비채,"판매지수 14,394",2022년 01월,Fantasy
11,75,셰이커,이희영,래빗홀,"판매지수 22,065",2024년 05월,Fantasy
11,76,전지적 독자 시점 PART 5 - 01,싱숑,비채,"판매지수 15,396",2023년 09월,Fantasy
11,77,전지적 독자 시점 PART 4 - 01,싱숑,비채,"판매지수 14,712",2023년 09월,Fantasy
11,78,너는 달밤에 빛나고,사노 테츠야,디앤씨미디어(D&C미디어),"판매지수 9,828",2018년 04월,Romance
11,79,화산귀환 4,비가,러프미디어,"판매지수 5,232",2024년 05월,Muhyop
11,80,가연물 可燃物,요네자와 호노부,리드비(READbie),"판매지수 10,740",2024년 08월,Mystery
11,81,화산귀환 5,비가,러프미디어,"판매지수 5,082",2024년 05월,Muhyop
11,82,전지적 독자 시점 PART 5 - 02,싱숑,비채,"판매지수 15,792",2023년 09월,Fantasy
11,83,묵향 38,전동조,스카이BOOK,"판매지수 4,788",2024년 10월,Fantasy
11,84,적산가옥의 유령,조예은,현대문학,"판매지수 12,330",2024년 06월,Mystery
11,85,수상한 한의원,배명은,텍스티(TXTY),"판매지수 35,157",2024년 01월,Fantasy
11,86,전지적 독자 시점 PART 4 - 03,싱숑,비채,"판매지수 15,024",2023년 09월,Fantasy
11,87,전지적 독자 시점 PART 4 - 02,싱숑,비채,"판매지수 15,126",2023년 09월,Fantasy
11,88,너의 췌장을 먹고 싶어 (일반판),스미노 요루,소미미디어,"판매지수 11,436",2017년 04월,Romance
11,89,화씨 451,레이 브래드버리,황금가지,"판매지수 11,304",2009년 03월,SF
11,90,전지적 독자 시점 PART 3 - 03,싱숑,비채,"판매지수 15,090",2023년 01월,Fantasy
11,91,전지적 독자 시점 PART 2 - 03,싱숑,비채,"판매지수 15,672",2023년 01월,Fantasy
11,92,전지적 독자 시점 PART 3 - 01,싱숑,비채,"판매지수 15,684",2023년 01월,Fantasy
11,93,화산귀환 7,비가,러프미디어,"판매지수 5,112",2024년 05월,Muhyop
11,94,화산귀환 6,비가,러프미디어,"판매지수 4,470",2024년 05월,Muhyop
11,95,해리 포터와 아즈카반의 죄수 : 미나리마 에디션,J.K. 롤링,문학수첩,"판매지수 21,231",2023년 10월,Fantasy
11,96,전지적 독자 시점 PART 4 - 04,싱숑,비채,"판매지수 15,084",2023년 09월,Fantasy
11,97,숨,테드 창,엘리,"판매지수 10,953",2019년 05월,SF
11,98,은하수를 여행하는 히치하이커를 위한 안내서 1,더글러스 애덤스,책세상,"판매지수 10,500",2004년 12월,SF
11,99,화산귀환 2,비가,러프미디어,"판매지수 4,422",2023년 06월,Muhyop
11,100,전지적 독자 시점 PART 1 - 05,싱숑,비채,"판매지수 13,602",2022년 01월,Fantasy
12,1,언젠가 우리가 같은 별을 바라본다면,차인표,해결책,"판매지수 361,692",2021년 12월,History
12,2,미로 속 아이,기욤 뮈소,밝은세상,"판매지수 82,011",2024년 12월,Horror
12,3,세상의 마지막 기차역,무라세 다케시,모모,"판매지수 133,161",2022년 05월,Fantasy
12,4,당신이 누군가를 죽였다,히가시노 게이고,북다,"판매지수 139,488",2024년 07월,Mystery
12,5,달러구트 꿈 백화점 (200만 부 기념 합본호 : 아메리칸드림 에디션),이미예,팩토리나인,"판매지수 21,837",2024년 12월,Fantasy
12,6,해리 포터와 마법사의 돌 1,J.K. 롤링,문학수첩,"판매지수 26,580",2024년 11월,Fantasy
12,7,해리 포터와 마법사의 돌 2,J.K. 롤링,문학수첩,"판매지수 23,079",2024년 11월,Fantasy
12,8,프로젝트 헤일메리,앤디 위어,알에이치코리아(RHK),"판매지수 60,555",2021년 05월,SF
12,9,위키드 1,그레고리 머과이어,민음사,"판매지수 22,272",2024년 11월,Fantasy
12,10,스파이 코스트,테스 게리첸,미래지향,"판매지수 16,548",2024년 11월,Mystery
12,11,리버 1,오쿠다 히데오,은행나무,"판매지수 20,232",2024년 11월,Mystery
12,12,[예스리커버] 우리가 빛의 속도로 갈 수 없다면,김초엽,허블,"판매지수 53,538",2019년 06월,SF
12,13,삼체 1~3 세트,류츠신,자음과모음,"판매지수 112,236",2024년 06월,SF
12,14,리버 2,오쿠다 히데오,은행나무,"판매지수 18,675",2024년 11월,Mystery
12,15,천 개의 파랑,천선란,허블,"판매지수 55,245",2020년 08월,SF
12,16,달러구트 꿈 백화점,이미예,팩토리나인,"판매지수 59,394",2020년 07월,Fantasy
12,17,"칵테일, 러브, 좀비",조예은,안전가옥,"판매지수 48,930",2020년 04월,Mystery
12,18,지구 끝의 온실,김초엽,자이언트북스,"판매지수 57,006",2021년 08월,SF
12,19,용의자 X의 헌신,히가시노 게이고,재인,"판매지수 48,414",2017년 08월,Mystery
12,20,해리 포터와 비밀의 방 1,J.K. 롤링,문학수첩,"판매지수 14,859",2024년 11월,Fantasy
12,21,위키드 2,그레고리 머과이어,민음사,"판매지수 15,213",2024년 11월,Fantasy
12,22,해리 포터와 비밀의 방 2,J.K. 롤링,문학수첩,"판매지수 14,532",2024년 11월,Fantasy
12,23,히든 픽처스,제이슨 르쿨락,문학수첩,"판매지수 25,368",2024년 05월,Mystery
12,24,말하고 싶은 비밀,사쿠라 이이요,모모,"판매지수 37,827",2023년 12월,Romance
12,25,사랑 후에 오는 것들 세트,공지영,소담출판사,"판매지수 38,745",2024년 08월,Romance
12,26,달러구트 꿈 백화점 2,이미예,팩토리나인,"판매지수 40,743",2021년 07월,Fantasy
12,27,해리 포터와 아즈카반의 죄수 1,J.K. 롤링,문학수첩,"판매지수 11,967",2024년 11월,Fantasy
12,28,트로피컬 나이트,조예은,한겨레출판,"판매지수 20,289",2022년 08월,Mystery
12,29,그리고 아무도 없었다,애거사 크리스티,황금가지,"판매지수 24,378",2013년 12월,Mystery
12,30,해리 포터와 아즈카반의 죄수 2,J.K. 롤링,문학수첩,"판매지수 11,790",2024년 11월,Fantasy
12,31,에너미 마인,배리 B. 롱이어,허블,"판매지수 7,047",2024년 12월,SF
12,32,해리 포터와 불의 잔 1,J.K. 롤링,문학수첩,"판매지수 9,117",2024년 11월,Fantasy
12,33,오리엔트 특급 살인,애거사 크리스티,황금가지,"판매지수 12,972",2013년 12월,Mystery
12,34,말하고 싶은 비밀 Vol.2,사쿠라 이이요,모모,"판매지수 15,480",2024년 07월,Romance
12,35,악의,히가시노 게이고,현대문학,"판매지수 30,816",2019년 07월,Mystery
12,36,해리 포터와 불의 잔 2,J.K. 롤링,문학수첩,"판매지수 8,304",2024년 11월,Fantasy
12,37,해리 포터와 불의 잔 4,J.K. 롤링,문학수첩,"판매지수 7,842",2024년 11월,Fantasy
12,38,해리 포터와 불의 잔 3,J.K. 롤링,문학수첩,"판매지수 7,770",2024년 11월,Fantasy
12,39,돌이킬 수 있는,문목하,아작,"판매지수 21,552",2018년 12월,Mystery
12,40,해리 포터와 아즈카반의 죄수 : 미나리마 에디션,J.K. 롤링,문학수첩,"판매지수 21,231",2023년 10월,Fantasy
12,41,카지노,김진명,새움,"판매지수 20,130",2022년 12월,Mystery
12,42,메리골드 마음 사진관,윤정은,북로망스,"판매지수 58,089",2024년 01월,Fantasy
12,43,저주토끼,정보라,래빗홀,"판매지수 25,566",2023년 04월,SF
12,44,위키드 3,그레고리 머과이어,민음사,"판매지수 6,225",2024년 11월,Fantasy
12,45,새왕의 방패,이마무라 쇼고,북스피어,"판매지수 5,490",2024년 11월,Horror
12,46,노트북,니콜라스 스파크스,모모,"판매지수 13,983",2024년 05월,Romance
12,47,아이가 없는 집,알렉스 안도릴,필름,"판매지수 43,044",2024년 06월,Mystery
12,48,코너스톤 셜록 홈즈 전집,아서 코난 도일,코너스톤(도서),"판매지수 17,406",2016년 01월,Mystery
12,49,나와 너의 365일,유이하,모모,"판매지수 17,976",2023년 03월,Romance
12,50,당신 인생의 이야기,테드 창,엘리,"판매지수 19,269",2016년 10월,SF
12,51,해리 포터와 비밀의 방 : 미나리마 에디션,J.K. 롤링,문학수첩,"판매지수 16,338",2021년 10월,Fantasy
12,52,해리 포터 1~4부 세트,J.K. 롤링,문학수첩,"판매지수 4,818",2024년 11월,Fantasy
12,53,위키드 4,그레고리 머과이어,민음사,"판매지수 4,974",2024년 11월,Fantasy
12,54,전지적 독자 시점 PART 1 - 01,싱숑,비채,"판매지수 19,179",2022년 01월,Fantasy
12,55,이문열 삼국지 세트,이문열,알에이치코리아(RHK),"판매지수 14,082",2020년 03월,History
12,56,"오늘 밤, 거짓말의 세계에서 잊을 수 없는 사랑을",이치조 미사키,모모,"판매지수 28,656",2023년 11월,Romance
12,57,해리 포터와 불사조 기사단 1,J.K. 롤링,문학수첩,"판매지수 4,302",2024년 11월,Fantasy
12,58,백광,렌죠 미키히코,모모,"판매지수 13,392",2022년 02월,Mystery
12,59,라플라스의 마녀,히가시노 게이고,현대문학,"판매지수 18,531",2016년 01월,Mystery
12,60,해리 포터와 불사조 기사단 2,J.K. 롤링,문학수첩,"판매지수 4,044",2024년 11월,Fantasy
12,61,늑대 사이의 학,허주은,시공사,"판매지수 5,526",2024년 10월,Mystery
12,62,남은 인생 10년,고사카 루카,모모,"판매지수 29,397",2024년 03월,Romance
12,63,방주,유키 하루오,블루홀6,"판매지수 11,517",2023년 02월,Mystery
12,64,위시,니콜라스 스파크스,모모,"판매지수 11,676",2023년 12월,Romance
12,65,화산귀환 3,비가,러프미디어,"판매지수 4,932",2024년 05월,Muhyop
12,66,가면산장 살인사건,히가시노 게이고,재인,"판매지수 16,269",2014년 09월,Mystery
12,67,까멜리아 싸롱,고수리,클레이하우스,"판매지수 10,524",2024년 10월,Fantasy
12,68,화산귀환 5,비가,러프미디어,"판매지수 5,082",2024년 05월,Muhyop
12,69,화산귀환 4,비가,러프미디어,"판매지수 5,232",2024년 05월,Muhyop
12,70,네가 유성처럼 스러지는 모습을 지켜볼 운명이었다,미나토 쇼,필름,"판매지수 15,198",2024년 07월,Romance
12,71,해리 포터와 불사조 기사단 3,J.K. 롤링,문학수첩,"판매지수 3,636",2024년 11월,Fantasy
12,72,인어 사냥,차인표,해결책,"판매지수 15,672",2022년 10월,Fantasy
12,73,해리 포터와 불사조 기사단 4,J.K. 롤링,문학수첩,"판매지수 3,576",2024년 11월,Fantasy
12,74,심판,베르나르 베르베르,열린책들,"판매지수 17,298",2020년 08월,SF
12,75,미 비포 유,조조 모예스,다산책방,"판매지수 13,452",2024년 04월,Romance
12,76,엘리펀트 헤드,시라이 토모유키,내친구의서재,"판매지수 9,210",2024년 10월,Mystery
12,77,해리 포터와 불사조 기사단 5,J.K. 롤링,문학수첩,"판매지수 3,624",2024년 11월,Fantasy
12,78,13.67,찬호께이,한스미디어,"판매지수 12,468",2023년 01월,Mystery
12,79,화산귀환 7,비가,러프미디어,"판매지수 5,112",2024년 05월,Muhyop
12,80,해피엔딩에서 너를 기다릴게,산다 치에,알에이치코리아(RHK),"판매지수 13,239",2023년 01월,Romance
12,81,전지적 독자 시점 PART 1 - 02,싱숑,비채,"판매지수 16,500",2022년 01월,Fantasy
12,82,재와 물거품,김청귤,안전가옥,"판매지수 18,366",2021년 05월,Fantasy
12,83,은하수를 여행하는 히치하이커를 위한 안내서 합본,더글러스 애덤스,책세상,"판매지수 8,313",2005년 12월,SF
12,84,화산귀환 1,비가,러프미디어,"판매지수 5,250",2023년 06월,Muhyop
12,85,해리 포터와 혼혈 왕자 2,J.K. 롤링,문학수첩,"판매지수 3,702",2024년 11월,Fantasy
12,86,해리 포터와 죽음의 성물 1,J.K. 롤링,문학수첩,"판매지수 3,765",2024년 11월,Fantasy
12,87,해리 포터와 혼혈 왕자 3,J.K. 롤링,문학수첩,"판매지수 3,510",2024년 11월,Fantasy
12,88,전지적 독자 시점 PART 1 - 03,싱숑,비채,"판매지수 15,264",2022년 01월,Fantasy
12,89,수상한 한의원,배명은,텍스티(TXTY),"판매지수 35,157",2024년 01월,Fantasy
12,90,잘못된 장소 잘못된 시간,질리언 매캘리스터,시옷북스,"판매지수 29,916",2023년 07월,Mystery
12,91,마션,앤디 위어,알에이치코리아(RHK),"판매지수 13,500",2021년 05월,SF
12,92,전지적 독자 시점 PART 5 - 02,싱숑,비채,"판매지수 15,792",2023년 09월,Fantasy
12,93,해리 포터와 죽음의 성물 4,J.K. 롤링,문학수첩,"판매지수 3,714",2024년 11월,Fantasy
12,94,해리 포터 5~7부 세트,J.K. 롤링,문학수첩,"판매지수 3,132",2024년 11월,Fantasy
12,95,해리 포터와 죽음의 성물 2,J.K. 롤링,문학수첩,"판매지수 3,534",2024년 11월,Fantasy
12,96,해리 포터와 혼혈 왕자 4,J.K. 롤링,문학수첩,"판매지수 3,462",2024년 11월,Fantasy
12,97,전지적 독자 시점 PART 1 - 06,싱숑,비채,"판매지수 13,866",2022년 01월,Fantasy
12,98,해리 포터와 혼혈 왕자 1,J.K. 롤링,문학수첩,"판매지수 3,504",2024년 11월,Fantasy
12,99,제노사이드,다카노 가즈아키,황금가지,"판매지수 10,833",2012년 06월,Mystery
12,100,수확자 시리즈 세트,닐 셔스터먼,열린책들,"판매지수 9,018",2023년 02월,SF
