Month,Rank,Title,Author,Publisher,Sales Point,Publication Month
3월,96,보스턴 사람들,헨리 제임스,은행나무,세일즈 포인트 정보 없음,2024년 2월
3월,97,아가미,구병모,위즈덤하우스,세일즈 포인트 정보 없음,2018년 3월
3월,98,고백의 이유,서은수,파란(파란미디어),세일즈 포인트 정보 없음,2024년 3월
3월,99,트러스트,에르난 디아스,문학동네,"19,691",2023년 2월
3월,100,지구 끝의 온실,김초엽,자이언트북스,"45,617",2021년 8월
4월,1,2024 제15회 젊은작가상 수상작품집,김멜라,문학동네,"40,429",2024년 3월
4월,2,I의 비극,요네자와 호노부,내친구의서재,"8,345",2024년 4월
4월,3,삼체 1~3 세트 - 전3권,류츠신,자음과모음,"37,575",2020년 7월
4월,5,이처럼 사소한 것들,클레어 키건,다산책방,"236,370",2023년 11월
4월,6,철도원 삼대,황석영,창비,"26,812",2020년 6월
4월,7,내일의 으뜸,김빵,다향,"16,254",2020년 7월
4월,8,흐르는 강물처럼,셸리 리드,다산책방,"44,205",2024년 1월
4월,9,삼체 1부 : 삼체문제,류츠신,자음과모음,"22,163",2022년 2월
4월,10,나의 돈키호테,김호연,나무옆의자,"34,665",2024년 4월
4월,13,모순,양귀자,쓰다,"165,396",2013년 4월
4월,15,맡겨진 소녀,클레어 키건,다산책방,"86,363",2023년 4월
4월,16,정욕,아사이 료,리드비,"9,530",2024년 3월
4월,17,파과 (리커버),구병모,위즈덤하우스,"39,243",2018년 4월
4월,18,일러두기,조경란,문학사상,세일즈 포인트 정보 없음,2024년 4월
4월,19,페이스,이희영,현대문학,"5,075",2024년 3월
4월,21,무직전생 26 + 무직전생 스페셜북 합본 세트 - 전2권,리후진 나 마고노테,학산문화사(라이트노벨),세일즈 포인트 정보 없음,2024년 4월
4월,22,사에즈리 도서관의 와루츠 씨,코교쿠 이즈키,알토북스,세일즈 포인트 정보 없음,2024년 5월
4월,24,원도,최진영,한겨레출판,세일즈 포인트 정보 없음,2024년 3월
4월,25,도시와 그 불확실한 벽,무라카미 하루키,문학동네,세일즈 포인트 정보 없음,2023년 9월
4월,26,데미안 (오리지널 초판본 표지디자인),헤르만 헤세,코너스톤,"93,420",2017년 1월
4월,27,구의 증명,최진영,은행나무,"70,465",2023년 4월
4월,28,다 하지 못한 말,임경선,토스트,"8,103",2024년 3월
4월,30,후린의 아이들 + 박스,존 로널드 루엘 톨킨,arte(아르테),"1,137",2024년 5월
4월,31,아주 희미한 빛으로도,최은영,문학동네,"79,454",2023년 8월
4월,32,남은 인생 10년,코사카 루카,모모,"11,793",2024년 3월
4월,33,불편한 편의점 (벚꽃 에디션),김호연,나무옆의자,"186,097",2021년 4월
4월,34,"어서 오세요, 휴남동 서점입니다 (일본서점대상 수상기념 리커버)",황보름,클레이하우스,세일즈 포인트 정보 없음,2022년 1월
4월,35,분실물이 돌아왔습니다,김혜정,오리지널스,"9,317",2024년 2월
4월,36,피아노 조율사,궈창성,민음사,세일즈 포인트 정보 없음,2024년 4월
4월,37,인간 실격,다자이 오사무,민음사,"81,492",2004년 5월
4월,38,마음을 맡기는 보관가게 1,오야마 준코,모모,세일즈 포인트 정보 없음,2024년 3월
4월,39,아가미 (리커버),구병모,위즈덤하우스,"25,674",2018년 3월
4월,40,프로젝트 헤일메리,앤디 위어,알에이치코리아(RHK),"36,452",2021년 5월
4월,41,홍학의 자리,정해연,엘릭시르,"45,113",2021년 7월
4월,42,매니악,벵하민 라바투트,문학동네,세일즈 포인트 정보 없음,2024년 1월
4월,43,아버지의 해방일지 (30만부 기념 특별 리커버),정지아,창비,"13,140",2022년 9월
4월,44,Re : 제로부터 시작하는 이세계 생활 35,나가츠키 탓페이,데이즈엔터(주),세일즈 포인트 정보 없음,2024년 5월
4월,46,직장 상사 악령 퇴치부,이사구,황금가지,"4,667",2024년 2월
4월,47,사라진 것들,앤드루 포터,문학동네,"25,970",2024년 1월
4월,48,오로라,최진영,위즈덤하우스,"11,597",2024년 2월
4월,49,데미안,헤르만 헤세,민음사,"103,297",2000년 12월
4월,50,참을 수 없는 존재의 가벼움,밀란 쿤데라,민음사,세일즈 포인트 정보 없음,2018년 6월
4월,51,아몬드,손원평,다즐링,세일즈 포인트 정보 없음,2023년 7월
4월,52,삼체 3부 : 사신의 영생,류츠신,자음과모음,"9,961",2022년 2월
4월,53,작별하지 않는다,한강,문학동네,"1,025,288",2021년 9월
4월,54,밝은 밤,최은영,문학동네,"50,439",2021년 7월
4월,55,메리골드 마음 사진관,윤정은,북로망스,"19,193",2024년 1월
4월,56,한 스푼의 시간 (리커버),구병모,위즈덤하우스,"10,714",2016년 9월
4월,57,천 개의 파랑,천선란,허블,"37,844",2020년 8월
4월,58,모 이야기,최연주,엣눈북스(atnoonbooks),세일즈 포인트 정보 없음,2023년 2월
4월,59,법정유희,이가라시 리쓰토,리드비,세일즈 포인트 정보 없음,2024년 3월
4월,60,가재가 노래하는 곳,델리아 오언스,살림,"24,483",2019년 6월
4월,61,터무니없는 스킬로 이세계 방랑 밥 13,에구치 렌,㈜소미미디어,세일즈 포인트 정보 없음,2024년 4월
4월,63,붉은 옷의 어둠,미쓰다 신조,비채,세일즈 포인트 정보 없음,2024년 4월
4월,64,가여운 것들,앨러스데어 그레이,황금가지,"10,473",2023년 4월
4월,65,모비 딕,허먼 멜빌,작가정신,"8,224",2024년 4월
4월,66,세상의 마지막 기차역 (리커버 에디션),무라세 다케시,모모,"54,758",2022년 5월
4월,67,이방인,알베르 카뮈,민음사,"58,642",2019년 9월
4월,68,싯다르타,헤르만 헤세,민음사,"56,030",2002년 1월
4월,69,가벼운 점심,장은진,한겨레출판,세일즈 포인트 정보 없음,2024년 4월
4월,70,동백꽃 핀 자리 1~3 세트 - 전3권,서은수,파란(파란미디어),세일즈 포인트 정보 없음,2024년 4월
4월,71,동조자,비엣 타인 응우옌,민음사,"4,331",2023년 5월
4월,72,불편한 편의점 2 (단풍 에디션),김호연,나무옆의자,"55,894",2022년 8월
4월,73,메리골드 마음 세탁소 (30만 부 기념 한정 플라워 에디션),윤정은,북로망스,"35,122",2023년 3월
4월,74,귀신들의 땅,천쓰홍,민음사,세일즈 포인트 정보 없음,2023년 12월
4월,75,마지막 마음이 들리는 공중전화,이수연,클레이하우스,"10,972",2024년 1월
4월,78,바다가 들리는 편의점,마치다 소노코,모모,세일즈 포인트 정보 없음,2023년 3월
4월,79,리틀 라이프 1,한야 야나기하라,시공사,"65,757",2016년 6월
4월,80,1984 (오리지널 초판본 표지 디자인),조지 오웰,코너스톤,"31,243",2020년 6월
4월,81,수레바퀴 아래서 (오리지널 초판본 표지디자인),헤르만 헤세,코너스톤,"42,009",2017년 1월
4월,82,블랙 쇼맨과 운명의 바퀴,히가시노 게이고,알에이치코리아(RHK),"8,866",2024년 3월
4월,83,Re : 제로부터 시작하는 이세계 생활 단편집 9,나가츠키 탓페이,데이즈엔터(주),세일즈 포인트 정보 없음,2024년 5월
4월,84,Say yes all blue 세이 예스 올 블루,김제이,영컴(YOUNG COM),세일즈 포인트 정보 없음,2024년 4월
4월,85,가운데땅의 위대한 이야기들 세트 - 전3권,존 로널드 루엘 톨킨,arte(아르테),"1,429",2024년 5월
4월,86,스토너,존 윌리엄스,알에이치코리아(RHK),세일즈 포인트 정보 없음,2015년 1월
4월,87,나는 소망한다 내게 금지된 것을,양귀자,쓰다,"41,368",2019년 4월
4월,88,샤이닝,욘 포세,문학동네,"5,962",2024년 3월
4월,89,리빌드 월드 6 : 하,나후세,데이즈엔터(주),세일즈 포인트 정보 없음,2024년 4월
4월,90,소년이 온다,한강,창비,"1,544,378",2014년 5월
4월,91,동물농장,조지 오웰,민음사,"72,757",1998년 8월
4월,92,우리가 빛의 속도로 갈 수 없다면,김초엽,허블,세일즈 포인트 정보 없음,2019년 6월
4월,93,달과 6펜스,서머싯 몸,민음사,"46,094",2000년 6월
4월,94,해리 포터와 아즈카반의 죄수 (미나리마 에디션),J.K. 롤링,문학수첩,세일즈 포인트 정보 없음,2023년 10월
4월,95,채식주의자 (리마스터판),한강,창비,"930,168",2022년 3월
4월,96,왜 나는 너를 사랑하는가 (70만 부 기념 리커버),알랭 드 보통,청미래,세일즈 포인트 정보 없음,2022년 11월
4월,97,소설 보다 : 봄 2024,김채원,문학과지성사,"6,117",2024년 3월
4월,98,로맨스 도파민,최영원,안전가옥,세일즈 포인트 정보 없음,2024년 4월
4월,99,파쇄,구병모,위즈덤하우스,"13,084",2023년 3월
4월,100,8월에 만나요,가브리엘 가르시아 마르케스,민음사,세일즈 포인트 정보 없음,2024년 3월
5월,1,나의 돈키호테,김호연,나무옆의자,"34,665",2024년 4월
5월,2,리버보이,팀 보울러,다산책방,"11,042",2024년 5월
5월,3,이처럼 사소한 것들,클레어 키건,다산책방,"236,370",2023년 11월
5월,4,녹나무의 여신,히가시노 게이고,㈜소미미디어,"17,190",2024년 5월
5월,5,내일의 으뜸,김빵,다향,"16,254",2020년 7월
5월,7,모순,양귀자,쓰다,"165,396",2013년 4월
5월,8,"소년이 온다 (10주년 한정 특별판, 양장)",한강,창비,"46,057",2014년 5월
5월,9,흐르는 강물처럼,셸리 리드,다산책방,"44,205",2024년 1월
5월,10,입속 지느러미,조예은,한겨레출판,"10,013",2024년 5월
5월,12,나쓰메 소세키 기담집,나쓰메 소세키,글항아리,세일즈 포인트 정보 없음,2024년 4월
5월,13,2024 제15회 젊은작가상 수상작품집,김멜라,문학동네,"40,429",2024년 3월
5월,14,두 사람의 인터내셔널,김기태,문학동네,"62,847",2024년 5월
5월,15,삼체 1~3 세트 - 전3권,류츠신,자음과모음,"37,575",2020년 7월
5월,16,맡겨진 소녀,클레어 키건,다산책방,"86,363",2023년 4월
5월,17,삼체 1부 : 삼체문제,류츠신,자음과모음,"22,163",2022년 2월
5월,18,철도원 삼대,황석영,창비,"26,812",2020년 6월
5월,19,고비키초의 복수,나가이 사야코,은행나무,세일즈 포인트 정보 없음,2024년 5월
5월,20,퐁 카페의 마음 배달 고양이,시메노 나기,놀,"4,756",2024년 5월
5월,22,구의 증명,최진영,은행나무,"70,465",2023년 4월
5월,23,싯다르타,헤르만 헤세,민음사,"56,030",2002년 1월
5월,24,데미안 (오리지널 초판본 표지디자인),헤르만 헤세,코너스톤,"93,420",2017년 1월
5월,26,파과 (리커버),구병모,위즈덤하우스,"39,243",2018년 4월
5월,27,내 이름은 데몬 코퍼헤드,바버라 킹솔버,은행나무,"8,181",2024년 4월
5월,28,책벌레의 하극상 제5부 : 여신의 화신 5,카즈키 미야,길찾기,세일즈 포인트 정보 없음,2024년 3월
5월,29,용의자들,정해연,위즈덤하우스,세일즈 포인트 정보 없음,2024년 5월
5월,30,귀축의 집,미키 아키코,블루홀식스(블루홀6),세일즈 포인트 정보 없음,2024년 5월
5월,31,나쓰코의 모험,미시마 유키오,알에이치코리아(RHK),세일즈 포인트 정보 없음,2024년 5월
5월,32,바다가 들리는 편의점 3,마치다 소노코,모모,세일즈 포인트 정보 없음,2024년 5월
5월,33,불편한 편의점 (벚꽃 에디션),김호연,나무옆의자,"186,097",2021년 4월
5월,35,86 에이티식스 13,아사토 아사토,데이즈엔터(주),세일즈 포인트 정보 없음,2024년 6월
5월,37,I의 비극,요네자와 호노부,내친구의서재,"8,345",2024년 4월
5월,39,남은 인생 10년,코사카 루카,모모,"11,793",2024년 3월
5월,40,인성에 비해 잘 풀린 사람,남궁인,문학동네,"5,368",2024년 5월
5월,41,인간 실격,다자이 오사무,민음사,"81,492",2004년 5월
5월,42,참을 수 없는 존재의 가벼움,밀란 쿤데라,민음사,세일즈 포인트 정보 없음,2018년 6월
5월,43,아주 희미한 빛으로도,최은영,문학동네,"79,454",2023년 8월
5월,44,만약 고교야구 여자 매니저가 피터 드러커를 읽는다면 : 매니지먼트 편,이와사키 나쓰미,동아일보사,세일즈 포인트 정보 없음,2022년 7월
5월,45,세상의 마지막 기차역 (리커버 에디션),무라세 다케시,모모,"54,758",2022년 5월
5월,46,프로젝트 헤일메리,앤디 위어,알에이치코리아(RHK),"36,452",2021년 5월
5월,47,우연한 불행,프란츠 카프카,위즈덤하우스,"5,207",2024년 5월
5월,48,노르웨이의 숲,무라카미 하루키,민음사,세일즈 포인트 정보 없음,2017년 8월
5월,49,홍학의 자리,정해연,엘릭시르,"45,113",2021년 7월
5월,50,데미안,헤르만 헤세,민음사,"103,297",2000년 12월
5월,51,아몬드,손원평,다즐링,세일즈 포인트 정보 없음,2023년 7월
5월,52,일러두기,조경란,문학사상,세일즈 포인트 정보 없음,2024년 4월
5월,55,천 개의 파랑,천선란,허블,"37,844",2020년 8월
5월,56,분실물이 돌아왔습니다,김혜정,오리지널스,"9,317",2024년 2월
5월,57,도시와 그 불확실한 벽,무라카미 하루키,문학동네,세일즈 포인트 정보 없음,2023년 9월
5월,59,수레바퀴 아래서 (오리지널 초판본 표지디자인),헤르만 헤세,코너스톤,"42,009",2017년 1월
5월,61,나는 소망한다 내게 금지된 것을,양귀자,쓰다,"41,368",2019년 4월
5월,62,악스트 Axt 2024.5.6,악스트 편집부,은행나무,세일즈 포인트 정보 없음,2024년 5월
5월,63,나목,박완서,세계사,세일즈 포인트 정보 없음,2024년 5월
5월,64,바다가 들리는 편의점,마치다 소노코,모모,세일즈 포인트 정보 없음,2023년 3월
5월,65,종의 기원,정유정,은행나무,"45,907",2016년 5월
5월,66,삼국지 원전 완역판 세트 - 전10권,요시카와 에이지,코너스톤,"25,828",2020년 3월
5월,68,불편한 편의점 2 (단풍 에디션),김호연,나무옆의자,"55,894",2022년 8월
5월,69,이방인,알베르 카뮈,민음사,"58,642",2019년 9월
5월,71,정욕,아사이 료,리드비,"9,530",2024년 3월
5월,72,채식주의자 (리마스터판),한강,창비,"930,168",2022년 3월
5월,73,도쿄 사기꾼들,신조 고,북스피어,"2,311",2024년 4월
5월,74,가난한 사람들,표도르 도스토옙스키,민음사,"2,627",2024년 5월
5월,75,녹나무의 파수꾼 (양장),히가시노 게이고,㈜소미미디어,"14,879",2020년 3월
5월,76,1984 (오리지널 초판본 표지 디자인),조지 오웰,코너스톤,"31,243",2020년 6월
5월,78,동물농장,조지 오웰,민음사,"72,757",1998년 8월
5월,79,난장이가 쏘아올린 작은 공,조세희,이성과힘,"56,644",2024년 2월
5월,80,1984,조지 오웰,민음사,"68,228",2003년 6월
5월,81,회색 인간,김동식,요다,"45,227",2017년 12월
5월,82,원도,최진영,한겨레출판,세일즈 포인트 정보 없음,2024년 3월
5월,84,늑대와 향신료 23,하세쿠라 이스나,학산문화사(라이트노벨),세일즈 포인트 정보 없음,2024년 5월
5월,85,웨하스 소년,이유리,마음산책,"2,195",2024년 5월
5월,86,동등한 우리,매기 도허티,위즈덤하우스,세일즈 포인트 정보 없음,2024년 5월
5월,87,밝은 밤,최은영,문학동네,"50,439",2021년 7월
5월,88,달과 6펜스,서머싯 몸,민음사,"46,094",2000년 6월
5월,89,브람스를 좋아하세요...,프랑수아즈 사강,민음사,"38,839",2008년 5월
5월,90,가재가 노래하는 곳,델리아 오언스,살림,"24,483",2019년 6월
5월,91,스토너,존 윌리엄스,알에이치코리아(RHK),세일즈 포인트 정보 없음,2015년 1월
5월,92,둘도 없는 사이,시몬 드 보부아르,알에이치코리아(RHK),세일즈 포인트 정보 없음,2024년 5월
5월,93,청춘 돼지는 산타클로스의 꿈을 꾸지 않는다,카모시다 하지메,디앤씨미디어(주)(D&C미디어),세일즈 포인트 정보 없음,2024년 5월
5월,94,미 비포 유,조조 모예스,다산책방,"5,676",2024년 4월
5월,95,어린 왕자,앙투안 드 생텍쥐페리,열린책들,"45,668",2015년 10월
5월,96,"어서 오세요, 휴남동 서점입니다 (일본서점대상 수상기념 리커버)",황보름,클레이하우스,세일즈 포인트 정보 없음,2022년 1월
5월,97,눈부신 안부,백수린,문학동네,"23,679",2023년 5월
5월,98,용의자 X의 헌신,히가시노 게이고,재인,"32,422",2017년 8월
5월,99,해리 포터와 마법사의 돌 1 (무선),J.K. 롤링,문학수첩,"17,217",2019년 11월
5월,100,귀신들의 땅,천쓰홍,민음사,세일즈 포인트 정보 없음,2023년 12월
6월,1,리틀 라이프 1,한야 야나기하라,시공사,"65,757",2016년 6월
6월,2,리틀 라이프 2,한야 야나기하라,시공사,"52,687",2016년 6월
6월,3,소설 극장판 하이큐!!,후루다테 하루이치,대원씨아이(만화),세일즈 포인트 정보 없음,2024년 6월
6월,4,두 사람의 인터내셔널,김기태,문학동네,"62,847",2024년 5월
6월,5,아이가 없는 집,알렉스 안도릴,필름(Feelm),세일즈 포인트 정보 없음,2024년 6월
6월,6,쓰게 될 것,최진영,안온북스,"15,351",2024년 6월
6월,8,동경,김화진,문학동네,"10,272",2024년 6월
6월,9,나의 돈키호테,김호연,나무옆의자,"34,665",2024년 4월
6월,10,모순,양귀자,쓰다,"165,396",2013년 4월
6월,11,후이늠 Houyhnhnm : 검은 인화지에 남긴 흰 그림자,강화길,대한출판문화협회,세일즈 포인트 정보 없음,2024년 6월
6월,12,퀸의 대각선 1,베르나르 베르베르,열린책들,"16,978",2024년 6월
6월,13,활자 잔혹극,루스 렌들,북스피어,세일즈 포인트 정보 없음,2024년 6월
6월,14,녹나무의 여신,히가시노 게이고,㈜소미미디어,"17,190",2024년 5월
6월,15,은랑전,켄 리우,황금가지,"4,642",2024년 6월
6월,16,퀸의 대각선 2,베르나르 베르베르,열린책들,"15,692",2024년 6월
6월,17,흐르는 강물처럼,셸리 리드,다산책방,"44,205",2024년 1월
6월,18,이처럼 사소한 것들,클레어 키건,다산책방,"236,370",2023년 11월
6월,21,입속 지느러미,조예은,한겨레출판,"10,013",2024년 5월
6월,22,걸리버 유람기,김연수,대한출판문화협회,세일즈 포인트 정보 없음,2024년 6월
6월,23,데미안 (오리지널 초판본 표지디자인),헤르만 헤세,코너스톤,"93,420",2017년 1월
6월,24,2024 제15회 젊은작가상 수상작품집,김멜라,문학동네,"40,429",2024년 3월
6월,25,구의 증명,최진영,은행나무,"70,465",2023년 4월
6월,26,삼체 1~3 세트 - 전3권,류츠신,자음과모음,"37,575",2020년 7월
6월,27,맡겨진 소녀,클레어 키건,다산책방,"86,363",2023년 4월
6월,28,소설 보다 : 여름 2024,서장원,문학과지성사,"8,833",2024년 6월
6월,29,낯선 여인의 키스,안톤 파블로비치 체호프,녹색광선,세일즈 포인트 정보 없음,2024년 6월
6월,30,싯다르타,헤르만 헤세,민음사,"56,030",2002년 1월
6월,31,씨 유 어게인,김지윤,클레이하우스,세일즈 포인트 정보 없음,2024년 6월
6월,32,소설판 사카모토 데이즈,스즈키 유우토,대원씨아이(만화),세일즈 포인트 정보 없음,2024년 6월
6월,34,우연한 불행,프란츠 카프카,위즈덤하우스,"5,207",2024년 5월
6월,36,당신을 기다리고 있어,김보영,새파란상상(파란미디어),"7,462",2020년 5월
6월,37,고비키초의 복수,나가이 사야코,은행나무,세일즈 포인트 정보 없음,2024년 5월
6월,38,룬의 아이들 - 블러디드 7,전민희,엘릭시르,세일즈 포인트 정보 없음,2024년 5월
6월,39,"소년이 온다 (10주년 한정 특별판, 양장)",한강,창비,"46,057",2014년 5월
6월,40,여름은 오래 그곳에 남아,마쓰이에 마사시,비채,세일즈 포인트 정보 없음,2016년 8월
6월,41,끝없는 바닥,이케이도 준,㈜소미미디어,세일즈 포인트 정보 없음,2024년 6월
6월,42,홍학의 자리,정해연,엘릭시르,"45,113",2021년 7월
6월,43,내일의 으뜸,김빵,다향,"16,254",2020년 7월
6월,44,데미안,헤르만 헤세,민음사,"103,297",2000년 12월
6월,45,삼체 1부 : 삼체문제,류츠신,자음과모음,"22,163",2022년 2월
6월,46,도시와 그 불확실한 벽,무라카미 하루키,문학동네,세일즈 포인트 정보 없음,2023년 9월
6월,47,참을 수 없는 존재의 가벼움,밀란 쿤데라,민음사,세일즈 포인트 정보 없음,2018년 6월
6월,48,프란츠 카프카 (서거 100주기 특별판),프란츠 카프카,현대문학,"11,105",2020년 6월
6월,50,마녀의 여행 18,시라이시 죠우기,㈜소미미디어,세일즈 포인트 정보 없음,2024년 6월
6월,51,불편한 편의점 (벚꽃 에디션),김호연,나무옆의자,"186,097",2021년 4월
6월,52,꽃다발은 독,오리가미 교야,리드비,세일즈 포인트 정보 없음,2024년 5월
6월,54,프로젝트 헤일메리,앤디 위어,알에이치코리아(RHK),"36,452",2021년 5월
6월,55,살파랑 1,Priest,만월,세일즈 포인트 정보 없음,2020년 11월
6월,56,파과 (리커버),구병모,위즈덤하우스,"39,243",2018년 4월
6월,57,천지신명은 여자의 말을 듣지 않지,김이삭,래빗홀,"2,209",2024년 6월
6월,58,살파랑 3 : 하,Priest,만월,세일즈 포인트 정보 없음,2020년 11월
6월,59,살파랑 3 : 상,Priest,만월,세일즈 포인트 정보 없음,2020년 11월
6월,60,살파랑 2,Priest,만월,세일즈 포인트 정보 없음,2020년 11월
6월,61,세상의 마지막 기차역 (리커버 에디션),무라세 다케시,모모,"54,758",2022년 5월
6월,63,늑대와 토끼의 게임,아비코 다케마루,시공사,세일즈 포인트 정보 없음,2024년 6월
6월,64,인간 실격,다자이 오사무,민음사,"81,492",2004년 5월
6월,65,수레바퀴 아래서 (오리지널 초판본 표지디자인),헤르만 헤세,코너스톤,"42,009",2017년 1월
6월,66,아주 희미한 빛으로도,최은영,문학동네,"79,454",2023년 8월
6월,68,아몬드,손원평,다즐링,세일즈 포인트 정보 없음,2023년 7월
6월,69,로스트,오승호,블루홀식스(블루홀6),세일즈 포인트 정보 없음,2024년 6월
6월,70,아버지의 해방일지,정지아,창비,"74,391",2022년 9월
6월,71,녹나무의 파수꾼 (양장),히가시노 게이고,㈜소미미디어,"14,879",2020년 3월
6월,72,채식주의자 (리마스터판),한강,창비,"930,168",2022년 3월
6월,73,회색 인간,김동식,요다,"45,227",2017년 12월
6월,74,"칵테일, 러브, 좀비 (리커버)",조예은,안전가옥,"34,394",2020년 4월
6월,75,나목,박완서,세계사,세일즈 포인트 정보 없음,2024년 5월
6월,76,인간 실격 (오리지널 초판본 표지 디자인),다자이 오사무,코너스톤,세일즈 포인트 정보 없음,2022년 1월
6월,77,"어서 오세요, 휴남동 서점입니다 (일본서점대상 수상기념 리커버)",황보름,클레이하우스,세일즈 포인트 정보 없음,2022년 1월
6월,78,노르웨이의 숲,무라카미 하루키,민음사,세일즈 포인트 정보 없음,2017년 8월
6월,79,바다가 들리는 편의점 3,마치다 소노코,모모,세일즈 포인트 정보 없음,2024년 5월
6월,80,바다가 들리는 편의점,마치다 소노코,모모,세일즈 포인트 정보 없음,2023년 3월
6월,83,릿터 Littor 2024.6.7,릿터 편집부,민음사,"1,916",2024년 6월
6월,84,불편한 편의점 2 (단풍 에디션),김호연,나무옆의자,"55,894",2022년 8월
6월,85,메리골드 마음 세탁소 (30만 부 기념 한정 플라워 에디션),윤정은,북로망스,"35,122",2023년 3월
6월,86,이방인,알베르 카뮈,민음사,"58,642",2019년 9월
6월,87,나는 소망한다 내게 금지된 것을,양귀자,쓰다,"41,368",2019년 4월
6월,88,삼국지 원전 완역판 세트 - 전10권,요시카와 에이지,코너스톤,"25,828",2020년 3월
6월,90,게스트,B. A. 패리스,모모,세일즈 포인트 정보 없음,2024년 6월
6월,91,포스 윙,레베카 야로스,북폴리오,세일즈 포인트 정보 없음,2024년 6월
6월,92,달과 6펜스,서머싯 몸,민음사,"46,094",2000년 6월
6월,93,1984 (오리지널 초판본 표지 디자인),조지 오웰,코너스톤,"31,243",2020년 6월
6월,94,스톤 매트리스,마거릿 애트우드,황금가지,"2,986",2024년 5월
6월,95,1984,조지 오웰,민음사,"68,228",2003년 6월
6월,96,천 개의 파랑,천선란,허블,"37,844",2020년 8월
6월,97,철도원 삼대,황석영,창비,"26,812",2020년 6월
6월,99,퐁 카페의 마음 배달 고양이,시메노 나기,놀,"4,756",2024년 5월
6월,100,종이 동물원,켄 리우,황금가지,"10,815",2018년 12월
7월,1,당신이 누군가를 죽였다,히가시노 게이고,북다,"67,552",2024년 7월
7월,2,언젠가 우리가 같은 별을 바라본다면,차인표,해결책,"134,819",2021년 12월
7월,3,음악소설집 音樂小說集,김애란,프란츠,"37,545",2024년 6월
7월,4,리틀 라이프 1,한야 야나기하라,시공사,"65,757",2016년 6월
7월,5,속삭임 우묵한 정원,배수아,은행나무,"10,311",2024년 7월
